figure_file,figure_id,panel_id,source_export_id,source_file,rows_used_or_array_keys,metric,dataset,hemisphere,value_scale,generated_by_script,generated_at,notes
fig5\fig5_model_effect_heatmaps_composite_bottom_colorbars.png,FIG5_MODEL_EFFECT_HEATMAPS,wFC_LSD_left,EXP014,02_exports/phase_recon_wbfc/model_correlation/exp014_original_recon_joined_values_z.csv,14,global_within_edge_weighted,LSD,left,Fisher z,plot_fig5_model_effect_heatmaps_composite.py,2026-07-02T16:07:20.270944+00:00,"Fig5 compact heatmap composite for R-squared, empirical dz, and model dz."
fig5\fig5_model_effect_heatmaps_composite_bottom_colorbars.png,FIG5_MODEL_EFFECT_HEATMAPS,wFC_LSD_right,EXP014,02_exports/phase_recon_wbfc/model_correlation/exp014_original_recon_joined_values_z.csv,14,global_within_edge_weighted,LSD,right,Fisher z,plot_fig5_model_effect_heatmaps_composite.py,2026-07-02T16:07:20.270944+00:00,"Fig5 compact heatmap composite for R-squared, empirical dz, and model dz."
fig5\fig5_model_effect_heatmaps_composite_bottom_colorbars.png,FIG5_MODEL_EFFECT_HEATMAPS,bFC_DMT_left,EXP014,02_exports/phase_recon_wbfc/model_correlation/exp014_original_recon_joined_values_z.csv,20,global_between_edge_weighted,DMT,left,Fisher z,plot_fig5_model_effect_heatmaps_composite.py,2026-07-02T16:07:20.270944+00:00,"Fig5 compact heatmap composite for R-squared, empirical dz, and model dz."
fig5\fig5_model_effect_heatmaps_composite_bottom_colorbars.png,FIG5_MODEL_EFFECT_HEATMAPS,bFC_DMT_right,EXP014,02_exports/phase_recon_wbfc/model_correlation/exp014_original_recon_joined_values_z.csv,20,global_between_edge_weighted,DMT,right,Fisher z,plot_fig5_model_effect_heatmaps_composite.py,2026-07-02T16:07:20.270944+00:00,"Fig5 compact heatmap composite for R-squared, empirical dz, and model dz."
fig5\fig5_model_effect_heatmaps_composite_bottom_colorbars.png,FIG5_MODEL_EFFECT_HEATMAPS,bFC_LSD_left,EXP014,02_exports/phase_recon_wbfc/model_correlation/exp014_original_recon_joined_values_z.csv,14,global_between_edge_weighted,LSD,left,Fisher z,plot_fig5_model_effect_heatmaps_composite.py,2026-07-02T16:07:20.270944+00:00,"Fig5 compact heatmap composite for R-squared, empirical dz, and model dz."
fig5\fig5_model_effect_heatmaps_composite_bottom_colorbars.png,FIG5_MODEL_EFFECT_HEATMAPS,bFC_LSD_right,EXP014,02_exports/phase_recon_wbfc/model_correlation/exp014_original_recon_joined_values_z.csv,14,global_between_edge_weighted,LSD,right,Fisher z,plot_fig5_model_effect_heatmaps_composite.py,2026-07-02T16:07:20.270944+00:00,"Fig5 compact heatmap composite for R-squared, empirical dz, and model dz."
fig5\fig5_model_effect_heatmaps_composite_bottom_colorbars.png,FIG5_MODEL_EFFECT_HEATMAPS,CSD_DMT_left,EXP018,02_exports/dfr/model_correlation/exp018_per_subject_dfr_drug_minus_pcb_delta.csv,20,delta_region_count,DMT,left,native,plot_fig5_model_effect_heatmaps_composite.py,2026-07-02T16:07:20.270944+00:00,"Fig5 compact heatmap composite for R-squared, empirical dz, and model dz."
fig5\fig5_model_effect_heatmaps_composite_bottom_colorbars.png,FIG5_MODEL_EFFECT_HEATMAPS,CSD_DMT_right,EXP018,02_exports/dfr/model_correlation/exp018_per_subject_dfr_drug_minus_pcb_delta.csv,20,delta_region_count,DMT,right,native,plot_fig5_model_effect_heatmaps_composite.py,2026-07-02T16:07:20.270944+00:00,"Fig5 compact heatmap composite for R-squared, empirical dz, and model dz."
fig5\fig5_model_effect_heatmaps_composite_bottom_colorbars.png,FIG5_MODEL_EFFECT_HEATMAPS,CSD_LSD_left,EXP018,02_exports/dfr/model_correlation/exp018_per_subject_dfr_drug_minus_pcb_delta.csv,14,delta_region_count,LSD,left,native,plot_fig5_model_effect_heatmaps_composite.py,2026-07-02T16:07:20.270944+00:00,"Fig5 compact heatmap composite for R-squared, empirical dz, and model dz."
fig5\fig5_model_effect_heatmaps_composite_bottom_colorbars.png,FIG5_MODEL_EFFECT_HEATMAPS,CSD_LSD_right,EXP018,02_exports/dfr/model_correlation/exp018_per_subject_dfr_drug_minus_pcb_delta.csv,14,delta_region_count,LSD,right,native,plot_fig5_model_effect_heatmaps_composite.py,2026-07-02T16:07:20.270944+00:00,"Fig5 compact heatmap composite for R-squared, empirical dz, and model dz."
fig5\fig5_model_effect_heatmaps_composite_bottom_colorbars.png,FIG5_MODEL_EFFECT_HEATMAPS,CAI_DMT_left,EXP016,02_exports/cai_model_delta/model_correlation/exp016_empirical_model_joined_values.csv,20,cai_weighted_mean_cos2_alignment,DMT,left,native,plot_fig5_model_effect_heatmaps_composite.py,2026-07-02T16:07:20.270944+00:00,"Fig5 compact heatmap composite for R-squared, empirical dz, and model dz."
fig5\fig5_model_effect_heatmaps_composite_bottom_colorbars.png,FIG5_MODEL_EFFECT_HEATMAPS,CAI_DMT_right,EXP016,02_exports/cai_model_delta/model_correlation/exp016_empirical_model_joined_values.csv,20,cai_weighted_mean_cos2_alignment,DMT,right,native,plot_fig5_model_effect_heatmaps_composite.py,2026-07-02T16:07:20.270944+00:00,"Fig5 compact heatmap composite for R-squared, empirical dz, and model dz."
fig5\fig5_model_effect_heatmaps_composite_bottom_colorbars.png,FIG5_MODEL_EFFECT_HEATMAPS,CAI_LSD_left,EXP016,02_exports/cai_model_delta/model_correlation/exp016_empirical_model_joined_values.csv,14,cai_weighted_mean_cos2_alignment,LSD,left,native,plot_fig5_model_effect_heatmaps_composite.py,2026-07-02T16:07:20.270944+00:00,"Fig5 compact heatmap composite for R-squared, empirical dz, and model dz."
fig5\fig5_model_effect_heatmaps_composite_bottom_colorbars.png,FIG5_MODEL_EFFECT_HEATMAPS,CAI_LSD_right,EXP016,02_exports/cai_model_delta/model_correlation/exp016_empirical_model_joined_values.csv,14,cai_weighted_mean_cos2_alignment,LSD,right,native,plot_fig5_model_effect_heatmaps_composite.py,2026-07-02T16:07:20.270944+00:00,"Fig5 compact heatmap composite for R-squared, empirical dz, and model dz."
fig5\fig5_model_effect_heatmaps_composite_bottom_colorbars.pdf,FIG5_MODEL_EFFECT_HEATMAPS,NGSC_DMT_left,EXP023,02_exports/phase_ngsc_model/exp023_phase_ngsc_paired_deltas.csv,20,phase_ngsc_delta,DMT,left,native,plot_fig5_model_effect_heatmaps_composite.py,2026-07-02T16:07:20.270944+00:00,"Fig5 compact heatmap composite for R-squared, empirical dz, and model dz."
fig5\fig5_model_effect_heatmaps_composite_bottom_colorbars.pdf,FIG5_MODEL_EFFECT_HEATMAPS,NGSC_DMT_right,EXP023,02_exports/phase_ngsc_model/exp023_phase_ngsc_paired_deltas.csv,20,phase_ngsc_delta,DMT,right,native,plot_fig5_model_effect_heatmaps_composite.py,2026-07-02T16:07:20.270944+00:00,"Fig5 compact heatmap composite for R-squared, empirical dz, and model dz."
fig5\fig5_model_effect_heatmaps_composite_bottom_colorbars.pdf,FIG5_MODEL_EFFECT_HEATMAPS,NGSC_LSD_left,EXP023,02_exports/phase_ngsc_model/exp023_phase_ngsc_paired_deltas.csv,14,phase_ngsc_delta,LSD,left,native,plot_fig5_model_effect_heatmaps_composite.py,2026-07-02T16:07:20.270944+00:00,"Fig5 compact heatmap composite for R-squared, empirical dz, and model dz."
fig5\fig5_model_effect_heatmaps_composite_bottom_colorbars.pdf,FIG5_MODEL_EFFECT_HEATMAPS,NGSC_LSD_right,EXP023,02_exports/phase_ngsc_model/exp023_phase_ngsc_paired_deltas.csv,14,phase_ngsc_delta,LSD,right,native,plot_fig5_model_effect_heatmaps_composite.py,2026-07-02T16:07:20.270944+00:00,"Fig5 compact heatmap composite for R-squared, empirical dz, and model dz."
fig5\fig5_model_effect_heatmaps_composite_bottom_colorbars.pdf,FIG5_MODEL_EFFECT_HEATMAPS,cSVD_DMT_left,EXP016,02_exports/cai_model_delta/model_correlation/exp016_empirical_model_joined_values.csv,20,csvd_complex_svd_top1_energy,DMT,left,native,plot_fig5_model_effect_heatmaps_composite.py,2026-07-02T16:07:20.270944+00:00,"Fig5 compact heatmap composite for R-squared, empirical dz, and model dz."
fig5\fig5_model_effect_heatmaps_composite_bottom_colorbars.pdf,FIG5_MODEL_EFFECT_HEATMAPS,cSVD_DMT_right,EXP016,02_exports/cai_model_delta/model_correlation/exp016_empirical_model_joined_values.csv,20,csvd_complex_svd_top1_energy,DMT,right,native,plot_fig5_model_effect_heatmaps_composite.py,2026-07-02T16:07:20.270944+00:00,"Fig5 compact heatmap composite for R-squared, empirical dz, and model dz."
fig5\fig5_model_effect_heatmaps_composite_bottom_colorbars.pdf,FIG5_MODEL_EFFECT_HEATMAPS,cSVD_LSD_left,EXP016,02_exports/cai_model_delta/model_correlation/exp016_empirical_model_joined_values.csv,14,csvd_complex_svd_top1_energy,LSD,left,native,plot_fig5_model_effect_heatmaps_composite.py,2026-07-02T16:07:20.270944+00:00,"Fig5 compact heatmap composite for R-squared, empirical dz, and model dz."
fig5\fig5_model_effect_heatmaps_composite_bottom_colorbars.pdf,FIG5_MODEL_EFFECT_HEATMAPS,cSVD_LSD_right,EXP016,02_exports/cai_model_delta/model_correlation/exp016_empirical_model_joined_values.csv,14,csvd_complex_svd_top1_energy,LSD,right,native,plot_fig5_model_effect_heatmaps_composite.py,2026-07-02T16:07:20.270944+00:00,"Fig5 compact heatmap composite for R-squared, empirical dz, and model dz."
fig5\fig5_model_effect_heatmaps_composite_bottom_colorbars.pdf,FIG5_MODEL_EFFECT_HEATMAPS,wFC_DMT_left,EXP014,02_exports/phase_recon_wbfc/model_correlation/exp014_original_recon_joined_values_z.csv,20,global_within_edge_weighted,DMT,left,Fisher z,plot_fig5_model_effect_heatmaps_composite.py,2026-07-02T16:07:20.270944+00:00,"Fig5 compact heatmap composite for R-squared, empirical dz, and model dz."
fig5\fig5_model_effect_heatmaps_composite_bottom_colorbars.pdf,FIG5_MODEL_EFFECT_HEATMAPS,wFC_DMT_right,EXP014,02_exports/phase_recon_wbfc/model_correlation/exp014_original_recon_joined_values_z.csv,20,global_within_edge_weighted,DMT,right,Fisher z,plot_fig5_model_effect_heatmaps_composite.py,2026-07-02T16:07:20.270944+00:00,"Fig5 compact heatmap composite for R-squared, empirical dz, and model dz."
fig5\fig5_model_effect_heatmaps_composite_bottom_colorbars.pdf,FIG5_MODEL_EFFECT_HEATMAPS,wFC_LSD_left,EXP014,02_exports/phase_recon_wbfc/model_correlation/exp014_original_recon_joined_values_z.csv,14,global_within_edge_weighted,LSD,left,Fisher z,plot_fig5_model_effect_heatmaps_composite.py,2026-07-02T16:07:20.270944+00:00,"Fig5 compact heatmap composite for R-squared, empirical dz, and model dz."
fig5\fig5_model_effect_heatmaps_composite_bottom_colorbars.pdf,FIG5_MODEL_EFFECT_HEATMAPS,wFC_LSD_right,EXP014,02_exports/phase_recon_wbfc/model_correlation/exp014_original_recon_joined_values_z.csv,14,global_within_edge_weighted,LSD,right,Fisher z,plot_fig5_model_effect_heatmaps_composite.py,2026-07-02T16:07:20.270944+00:00,"Fig5 compact heatmap composite for R-squared, empirical dz, and model dz."
fig5\fig5_model_effect_heatmaps_composite_bottom_colorbars.pdf,FIG5_MODEL_EFFECT_HEATMAPS,bFC_DMT_left,EXP014,02_exports/phase_recon_wbfc/model_correlation/exp014_original_recon_joined_values_z.csv,20,global_between_edge_weighted,DMT,left,Fisher z,plot_fig5_model_effect_heatmaps_composite.py,2026-07-02T16:07:20.270944+00:00,"Fig5 compact heatmap composite for R-squared, empirical dz, and model dz."
fig5\fig5_model_effect_heatmaps_composite_bottom_colorbars.pdf,FIG5_MODEL_EFFECT_HEATMAPS,bFC_DMT_right,EXP014,02_exports/phase_recon_wbfc/model_correlation/exp014_original_recon_joined_values_z.csv,20,global_between_edge_weighted,DMT,right,Fisher z,plot_fig5_model_effect_heatmaps_composite.py,2026-07-02T16:07:20.270944+00:00,"Fig5 compact heatmap composite for R-squared, empirical dz, and model dz."
fig5\fig5_model_effect_heatmaps_composite_bottom_colorbars.pdf,FIG5_MODEL_EFFECT_HEATMAPS,bFC_LSD_left,EXP014,02_exports/phase_recon_wbfc/model_correlation/exp014_original_recon_joined_values_z.csv,14,global_between_edge_weighted,LSD,left,Fisher z,plot_fig5_model_effect_heatmaps_composite.py,2026-07-02T16:07:20.270944+00:00,"Fig5 compact heatmap composite for R-squared, empirical dz, and model dz."
fig5\fig5_model_effect_heatmaps_composite_bottom_colorbars.pdf,FIG5_MODEL_EFFECT_HEATMAPS,bFC_LSD_right,EXP014,02_exports/phase_recon_wbfc/model_correlation/exp014_original_recon_joined_values_z.csv,14,global_between_edge_weighted,LSD,right,Fisher z,plot_fig5_model_effect_heatmaps_composite.py,2026-07-02T16:07:20.270944+00:00,"Fig5 compact heatmap composite for R-squared, empirical dz, and model dz."
fig5\fig5_model_effect_heatmaps_composite_bottom_colorbars.pdf,FIG5_MODEL_EFFECT_HEATMAPS,CSD_DMT_left,EXP018,02_exports/dfr/model_correlation/exp018_per_subject_dfr_drug_minus_pcb_delta.csv,20,delta_region_count,DMT,left,native,plot_fig5_model_effect_heatmaps_composite.py,2026-07-02T16:07:20.270944+00:00,"Fig5 compact heatmap composite for R-squared, empirical dz, and model dz."
fig5\fig5_model_effect_heatmaps_composite_bottom_colorbars.pdf,FIG5_MODEL_EFFECT_HEATMAPS,CSD_DMT_right,EXP018,02_exports/dfr/model_correlation/exp018_per_subject_dfr_drug_minus_pcb_delta.csv,20,delta_region_count,DMT,right,native,plot_fig5_model_effect_heatmaps_composite.py,2026-07-02T16:07:20.270944+00:00,"Fig5 compact heatmap composite for R-squared, empirical dz, and model dz."
fig5\fig5_model_effect_heatmaps_composite_bottom_colorbars.pdf,FIG5_MODEL_EFFECT_HEATMAPS,CSD_LSD_left,EXP018,02_exports/dfr/model_correlation/exp018_per_subject_dfr_drug_minus_pcb_delta.csv,14,delta_region_count,LSD,left,native,plot_fig5_model_effect_heatmaps_composite.py,2026-07-02T16:07:20.270944+00:00,"Fig5 compact heatmap composite for R-squared, empirical dz, and model dz."
fig5\fig5_model_effect_heatmaps_composite_bottom_colorbars.pdf,FIG5_MODEL_EFFECT_HEATMAPS,CSD_LSD_right,EXP018,02_exports/dfr/model_correlation/exp018_per_subject_dfr_drug_minus_pcb_delta.csv,14,delta_region_count,LSD,right,native,plot_fig5_model_effect_heatmaps_composite.py,2026-07-02T16:07:20.270944+00:00,"Fig5 compact heatmap composite for R-squared, empirical dz, and model dz."
fig5\fig5_model_effect_heatmaps_composite_bottom_colorbars.pdf,FIG5_MODEL_EFFECT_HEATMAPS,CAI_DMT_left,EXP016,02_exports/cai_model_delta/model_correlation/exp016_empirical_model_joined_values.csv,20,cai_weighted_mean_cos2_alignment,DMT,left,native,plot_fig5_model_effect_heatmaps_composite.py,2026-07-02T16:07:20.270944+00:00,"Fig5 compact heatmap composite for R-squared, empirical dz, and model dz."
fig5\fig5_model_effect_heatmaps_composite_bottom_colorbars.pdf,FIG5_MODEL_EFFECT_HEATMAPS,CAI_DMT_right,EXP016,02_exports/cai_model_delta/model_correlation/exp016_empirical_model_joined_values.csv,20,cai_weighted_mean_cos2_alignment,DMT,right,native,plot_fig5_model_effect_heatmaps_composite.py,2026-07-02T16:07:20.270944+00:00,"Fig5 compact heatmap composite for R-squared, empirical dz, and model dz."
fig5\fig5_model_effect_heatmaps_composite_bottom_colorbars.pdf,FIG5_MODEL_EFFECT_HEATMAPS,CAI_LSD_left,EXP016,02_exports/cai_model_delta/model_correlation/exp016_empirical_model_joined_values.csv,14,cai_weighted_mean_cos2_alignment,LSD,left,native,plot_fig5_model_effect_heatmaps_composite.py,2026-07-02T16:07:20.270944+00:00,"Fig5 compact heatmap composite for R-squared, empirical dz, and model dz."
fig5\fig5_model_effect_heatmaps_composite_bottom_colorbars.pdf,FIG5_MODEL_EFFECT_HEATMAPS,CAI_LSD_right,EXP016,02_exports/cai_model_delta/model_correlation/exp016_empirical_model_joined_values.csv,14,cai_weighted_mean_cos2_alignment,LSD,right,native,plot_fig5_model_effect_heatmaps_composite.py,2026-07-02T16:07:20.270944+00:00,"Fig5 compact heatmap composite for R-squared, empirical dz, and model dz."
fig5\fig5_model_effect_heatmaps_composite.png,FIG5_MODEL_EFFECT_HEATMAPS,NGSC_DMT_left,EXP023,02_exports/phase_ngsc_model/exp023_phase_ngsc_paired_deltas.csv,20,phase_ngsc_delta,DMT,left,native,plot_fig5_model_effect_heatmaps_composite.py,2026-07-02T16:07:20.270944+00:00,"Fig5 compact heatmap composite for R-squared, empirical dz, and model dz."
fig5\fig5_model_effect_heatmaps_composite.png,FIG5_MODEL_EFFECT_HEATMAPS,NGSC_DMT_right,EXP023,02_exports/phase_ngsc_model/exp023_phase_ngsc_paired_deltas.csv,20,phase_ngsc_delta,DMT,right,native,plot_fig5_model_effect_heatmaps_composite.py,2026-07-02T16:07:20.270944+00:00,"Fig5 compact heatmap composite for R-squared, empirical dz, and model dz."
fig5\fig5_model_effect_heatmaps_composite.png,FIG5_MODEL_EFFECT_HEATMAPS,NGSC_LSD_left,EXP023,02_exports/phase_ngsc_model/exp023_phase_ngsc_paired_deltas.csv,14,phase_ngsc_delta,LSD,left,native,plot_fig5_model_effect_heatmaps_composite.py,2026-07-02T16:07:20.270944+00:00,"Fig5 compact heatmap composite for R-squared, empirical dz, and model dz."
fig5\fig5_model_effect_heatmaps_composite.png,FIG5_MODEL_EFFECT_HEATMAPS,NGSC_LSD_right,EXP023,02_exports/phase_ngsc_model/exp023_phase_ngsc_paired_deltas.csv,14,phase_ngsc_delta,LSD,right,native,plot_fig5_model_effect_heatmaps_composite.py,2026-07-02T16:07:20.270944+00:00,"Fig5 compact heatmap composite for R-squared, empirical dz, and model dz."
fig5\fig5_model_effect_heatmaps_composite.png,FIG5_MODEL_EFFECT_HEATMAPS,cSVD_DMT_left,EXP016,02_exports/cai_model_delta/model_correlation/exp016_empirical_model_joined_values.csv,20,csvd_complex_svd_top1_energy,DMT,left,native,plot_fig5_model_effect_heatmaps_composite.py,2026-07-02T16:07:20.270944+00:00,"Fig5 compact heatmap composite for R-squared, empirical dz, and model dz."
fig5\fig5_model_effect_heatmaps_composite.png,FIG5_MODEL_EFFECT_HEATMAPS,cSVD_DMT_right,EXP016,02_exports/cai_model_delta/model_correlation/exp016_empirical_model_joined_values.csv,20,csvd_complex_svd_top1_energy,DMT,right,native,plot_fig5_model_effect_heatmaps_composite.py,2026-07-02T16:07:20.270944+00:00,"Fig5 compact heatmap composite for R-squared, empirical dz, and model dz."
fig5\fig5_model_effect_heatmaps_composite.png,FIG5_MODEL_EFFECT_HEATMAPS,cSVD_LSD_left,EXP016,02_exports/cai_model_delta/model_correlation/exp016_empirical_model_joined_values.csv,14,csvd_complex_svd_top1_energy,LSD,left,native,plot_fig5_model_effect_heatmaps_composite.py,2026-07-02T16:07:20.270944+00:00,"Fig5 compact heatmap composite for R-squared, empirical dz, and model dz."
fig5\fig5_model_effect_heatmaps_composite.png,FIG5_MODEL_EFFECT_HEATMAPS,cSVD_LSD_right,EXP016,02_exports/cai_model_delta/model_correlation/exp016_empirical_model_joined_values.csv,14,csvd_complex_svd_top1_energy,LSD,right,native,plot_fig5_model_effect_heatmaps_composite.py,2026-07-02T16:07:20.270944+00:00,"Fig5 compact heatmap composite for R-squared, empirical dz, and model dz."
fig5\fig5_model_effect_heatmaps_composite.png,FIG5_MODEL_EFFECT_HEATMAPS,wFC_DMT_left,EXP014,02_exports/phase_recon_wbfc/model_correlation/exp014_original_recon_joined_values_z.csv,20,global_within_edge_weighted,DMT,left,Fisher z,plot_fig5_model_effect_heatmaps_composite.py,2026-07-02T16:07:20.270944+00:00,"Fig5 compact heatmap composite for R-squared, empirical dz, and model dz."
fig5\fig5_model_effect_heatmaps_composite.png,FIG5_MODEL_EFFECT_HEATMAPS,wFC_DMT_right,EXP014,02_exports/phase_recon_wbfc/model_correlation/exp014_original_recon_joined_values_z.csv,20,global_within_edge_weighted,DMT,right,Fisher z,plot_fig5_model_effect_heatmaps_composite.py,2026-07-02T16:07:20.270944+00:00,"Fig5 compact heatmap composite for R-squared, empirical dz, and model dz."
fig5\fig5_model_effect_heatmaps_composite.png,FIG5_MODEL_EFFECT_HEATMAPS,wFC_LSD_left,EXP014,02_exports/phase_recon_wbfc/model_correlation/exp014_original_recon_joined_values_z.csv,14,global_within_edge_weighted,LSD,left,Fisher z,plot_fig5_model_effect_heatmaps_composite.py,2026-07-02T16:07:20.270944+00:00,"Fig5 compact heatmap composite for R-squared, empirical dz, and model dz."
fig5\fig5_model_effect_heatmaps_composite.png,FIG5_MODEL_EFFECT_HEATMAPS,wFC_LSD_right,EXP014,02_exports/phase_recon_wbfc/model_correlation/exp014_original_recon_joined_values_z.csv,14,global_within_edge_weighted,LSD,right,Fisher z,plot_fig5_model_effect_heatmaps_composite.py,2026-07-02T16:07:20.270944+00:00,"Fig5 compact heatmap composite for R-squared, empirical dz, and model dz."
fig5\fig5_model_effect_heatmaps_composite.png,FIG5_MODEL_EFFECT_HEATMAPS,bFC_DMT_left,EXP014,02_exports/phase_recon_wbfc/model_correlation/exp014_original_recon_joined_values_z.csv,20,global_between_edge_weighted,DMT,left,Fisher z,plot_fig5_model_effect_heatmaps_composite.py,2026-07-02T16:07:20.270944+00:00,"Fig5 compact heatmap composite for R-squared, empirical dz, and model dz."
fig5\fig5_model_effect_heatmaps_composite.png,FIG5_MODEL_EFFECT_HEATMAPS,bFC_DMT_right,EXP014,02_exports/phase_recon_wbfc/model_correlation/exp014_original_recon_joined_values_z.csv,20,global_between_edge_weighted,DMT,right,Fisher z,plot_fig5_model_effect_heatmaps_composite.py,2026-07-02T16:07:20.270944+00:00,"Fig5 compact heatmap composite for R-squared, empirical dz, and model dz."
fig5\fig5_model_effect_heatmaps_composite.png,FIG5_MODEL_EFFECT_HEATMAPS,bFC_LSD_left,EXP014,02_exports/phase_recon_wbfc/model_correlation/exp014_original_recon_joined_values_z.csv,14,global_between_edge_weighted,LSD,left,Fisher z,plot_fig5_model_effect_heatmaps_composite.py,2026-07-02T16:07:20.270944+00:00,"Fig5 compact heatmap composite for R-squared, empirical dz, and model dz."
fig5\fig5_model_effect_heatmaps_composite.png,FIG5_MODEL_EFFECT_HEATMAPS,bFC_LSD_right,EXP014,02_exports/phase_recon_wbfc/model_correlation/exp014_original_recon_joined_values_z.csv,14,global_between_edge_weighted,LSD,right,Fisher z,plot_fig5_model_effect_heatmaps_composite.py,2026-07-02T16:07:20.270944+00:00,"Fig5 compact heatmap composite for R-squared, empirical dz, and model dz."
fig5\fig5_model_effect_heatmaps_composite.png,FIG5_MODEL_EFFECT_HEATMAPS,CSD_DMT_left,EXP018,02_exports/dfr/model_correlation/exp018_per_subject_dfr_drug_minus_pcb_delta.csv,20,delta_region_count,DMT,left,native,plot_fig5_model_effect_heatmaps_composite.py,2026-07-02T16:07:20.270944+00:00,"Fig5 compact heatmap composite for R-squared, empirical dz, and model dz."
fig5\fig5_model_effect_heatmaps_composite.png,FIG5_MODEL_EFFECT_HEATMAPS,CSD_DMT_right,EXP018,02_exports/dfr/model_correlation/exp018_per_subject_dfr_drug_minus_pcb_delta.csv,20,delta_region_count,DMT,right,native,plot_fig5_model_effect_heatmaps_composite.py,2026-07-02T16:07:20.270944+00:00,"Fig5 compact heatmap composite for R-squared, empirical dz, and model dz."
fig5\fig5_model_effect_heatmaps_composite.png,FIG5_MODEL_EFFECT_HEATMAPS,CSD_LSD_left,EXP018,02_exports/dfr/model_correlation/exp018_per_subject_dfr_drug_minus_pcb_delta.csv,14,delta_region_count,LSD,left,native,plot_fig5_model_effect_heatmaps_composite.py,2026-07-02T16:07:20.270944+00:00,"Fig5 compact heatmap composite for R-squared, empirical dz, and model dz."
fig5\fig5_model_effect_heatmaps_composite.png,FIG5_MODEL_EFFECT_HEATMAPS,CSD_LSD_right,EXP018,02_exports/dfr/model_correlation/exp018_per_subject_dfr_drug_minus_pcb_delta.csv,14,delta_region_count,LSD,right,native,plot_fig5_model_effect_heatmaps_composite.py,2026-07-02T16:07:20.270944+00:00,"Fig5 compact heatmap composite for R-squared, empirical dz, and model dz."
fig5\fig5_model_effect_heatmaps_composite.png,FIG5_MODEL_EFFECT_HEATMAPS,CAI_DMT_left,EXP016,02_exports/cai_model_delta/model_correlation/exp016_empirical_model_joined_values.csv,20,cai_weighted_mean_cos2_alignment,DMT,left,native,plot_fig5_model_effect_heatmaps_composite.py,2026-07-02T16:07:20.270944+00:00,"Fig5 compact heatmap composite for R-squared, empirical dz, and model dz."
fig5\fig5_model_effect_heatmaps_composite.png,FIG5_MODEL_EFFECT_HEATMAPS,CAI_DMT_right,EXP016,02_exports/cai_model_delta/model_correlation/exp016_empirical_model_joined_values.csv,20,cai_weighted_mean_cos2_alignment,DMT,right,native,plot_fig5_model_effect_heatmaps_composite.py,2026-07-02T16:07:20.270944+00:00,"Fig5 compact heatmap composite for R-squared, empirical dz, and model dz."
fig5\fig5_model_effect_heatmaps_composite.png,FIG5_MODEL_EFFECT_HEATMAPS,CAI_LSD_left,EXP016,02_exports/cai_model_delta/model_correlation/exp016_empirical_model_joined_values.csv,14,cai_weighted_mean_cos2_alignment,LSD,left,native,plot_fig5_model_effect_heatmaps_composite.py,2026-07-02T16:07:20.270944+00:00,"Fig5 compact heatmap composite for R-squared, empirical dz, and model dz."
fig5\fig5_model_effect_heatmaps_composite.png,FIG5_MODEL_EFFECT_HEATMAPS,CAI_LSD_right,EXP016,02_exports/cai_model_delta/model_correlation/exp016_empirical_model_joined_values.csv,14,cai_weighted_mean_cos2_alignment,LSD,right,native,plot_fig5_model_effect_heatmaps_composite.py,2026-07-02T16:07:20.270944+00:00,"Fig5 compact heatmap composite for R-squared, empirical dz, and model dz."
fig5\fig5_model_effect_heatmaps_composite.pdf,FIG5_MODEL_EFFECT_HEATMAPS,NGSC_DMT_left,EXP023,02_exports/phase_ngsc_model/exp023_phase_ngsc_paired_deltas.csv,20,phase_ngsc_delta,DMT,left,native,plot_fig5_model_effect_heatmaps_composite.py,2026-07-02T16:07:20.270944+00:00,"Fig5 compact heatmap composite for R-squared, empirical dz, and model dz."
fig5\fig5_model_effect_heatmaps_composite.pdf,FIG5_MODEL_EFFECT_HEATMAPS,NGSC_DMT_right,EXP023,02_exports/phase_ngsc_model/exp023_phase_ngsc_paired_deltas.csv,20,phase_ngsc_delta,DMT,right,native,plot_fig5_model_effect_heatmaps_composite.py,2026-07-02T16:07:20.270944+00:00,"Fig5 compact heatmap composite for R-squared, empirical dz, and model dz."
fig5\fig5_model_effect_heatmaps_composite.pdf,FIG5_MODEL_EFFECT_HEATMAPS,NGSC_LSD_left,EXP023,02_exports/phase_ngsc_model/exp023_phase_ngsc_paired_deltas.csv,14,phase_ngsc_delta,LSD,left,native,plot_fig5_model_effect_heatmaps_composite.py,2026-07-02T16:07:20.270944+00:00,"Fig5 compact heatmap composite for R-squared, empirical dz, and model dz."
fig5\fig5_model_effect_heatmaps_composite.pdf,FIG5_MODEL_EFFECT_HEATMAPS,NGSC_LSD_right,EXP023,02_exports/phase_ngsc_model/exp023_phase_ngsc_paired_deltas.csv,14,phase_ngsc_delta,LSD,right,native,plot_fig5_model_effect_heatmaps_composite.py,2026-07-02T16:07:20.270944+00:00,"Fig5 compact heatmap composite for R-squared, empirical dz, and model dz."
fig5\fig5_model_effect_heatmaps_composite.pdf,FIG5_MODEL_EFFECT_HEATMAPS,cSVD_DMT_left,EXP016,02_exports/cai_model_delta/model_correlation/exp016_empirical_model_joined_values.csv,20,csvd_complex_svd_top1_energy,DMT,left,native,plot_fig5_model_effect_heatmaps_composite.py,2026-07-02T16:07:20.270944+00:00,"Fig5 compact heatmap composite for R-squared, empirical dz, and model dz."
